0,1,2,3,4,5,6,7,8,9,SourceFile,TableIndex,10,11,12
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,24","25.725.039,07","23.725.039,07",2025-03-26-Volume%20Giornaliero%20potabile_0.pdf,0,,"+ 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,67","22.973.381,19","20.973.381,19",2025-07-25-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,28","25.767.866,43","23.767.866,43",2025-04-19-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,5%",
1,ANCIPA,ENEL,"939,00","30.410.000,00","936,90","13.981.107,19","11.981.107,19",,,2025-01-17-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,68","17.672.641,76","15.672.641,76",2025-08-26-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-51.700,66"
1,ANCIPA,ENEL,"939,00","30.410.000,00","941,06","18.066.913,07","16.066.913,07",,,2025-01-24-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,45","17.435.625,90","15.435.625,90",2025-09-5-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,84","25.296.765,47","23.296.765,47",2025-06-02-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-42.827,36"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,33","22.609.348,63","20.609.348,63",2025-07-29-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-74.947,88"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,08","16.053.502,00","14.053.502,00",2025-09-22-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-59.418,80"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,51","17.497.313,35","15.497.313,35",2025-09-1-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-06-20-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,75","25.200.403,90","23.200.403,90",2025-06-05-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-32.120,53"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,28","25.767.866,43","23.767.866,43",2025-03-09-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,5%",
1,ANCIPA,ENEL,"939,00","30.410.000,00","941,24","18.254.708,55","16.254.708,55",,,2025-01-25-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,23","25.714.332,23","23.714.332,23",2025-03-23-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,00","24.397.390,91","22.397.390,91",2025-02-18-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,5%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,98","23.305.293,23","21.305.293,23",2025-07-17-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-64.241,04"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,22","25.703.625,39","23.703.625,39",2025-03-24-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,15","22.416.625,51","20.416.625,51",2025-08-1-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-64.241,04"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-06-16-Volume%20Giornaliero%20Potabile.pdf,0,(**),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"950,00","30.410.000,00","942,96","20.074.061,22","18.074.061,22",,,2025-02-4-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"949,11","26.656.534,15","24.656.534,15",2025-04-9-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,5%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,26","25.746.452,75","23.746.452,75",2025-03-01-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,6%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,59","16.561.734,43","14.561.734,43",2025-09-14-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-60.312,72"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,50","24.932.732,91","22.932.732,91",2025-02-25-Volume%20Giornaliero%20potabile_0.pdf,0,,"+ 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,65","16.622.047,15","14.622.047,15",2025-09-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-50.285,35"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,18","25.660.798,03","23.660.798,03",2025-03-16-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"949,24","26.795.723,07","24.795.723,07",2025-04-8-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,5%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,90","25.361.006,50","23.361.006,50",2025-05-17-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,8%","246.257,31"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,77","25.221.817,59","23.221.817,59",2025-04-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"949,40","26.967.032,51","24.967.032,51",2025-03-30-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,5%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,22","25.703.625,39","23.703.625,39",2025-03-22-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"949,33","26.829.084,63","24.829.084,63",2025-03-29-Volume%20Giornaliero%20potabile.pdf,0,,"+ 2,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,44","16.411.499,33","14.411.499,33",2025-09-16-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-80.043,56"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,15","23.487.309,51","21.487.309,51",2025-07-14-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-53.534,20"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,88","23.198.224,83","21.198.224,83",2025-07-19-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-18.192,20"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,79","25.243.231,27","23.243.231,27",2025-04-24-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,74","25.189.697,07","23.189.697,07",2025-05-1-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"944,50","21.720.686,10","19.720.686,10",2025-08-6-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,9%","-278.372,80"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,24","25.725.039,10","23.725.039,10",2025-03-18%20-%20Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,61","26.121.192,15","24.121.192,15",05.03.2025.pdf,0,,"+ 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,52","16.491.542,89","14.491.542,89",2025-09-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-70.191,54"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,45","22.737.830,70","20.737.830,70",2025-07-27-Volume%20Giornaliero%20Potabile_0.pdf,0,,"- 0,2%","-53.534,20"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,72","25.168.283,39","23.168.283,39",2025-05-2-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-07-2-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,51","17.497.313,35","15.497.313,35",2025-08-31-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%","-10.302,15"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,50","22.791.364,90","20.791.364,90",2025-07-26-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,6%","-182.016,29"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,68","25.125.456,03","23.125.456,03",2025-05-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,83","16.803.539,31","14.803.539,31",2025-09-9-Volume%20Giornaliero%20Potabile_0.pdf,0,,"- 0,2%","-70.801,93"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"941,03","18.035.672,97","16.035.672,97",2025-08-20-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,0%","-302.693,66"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,41","25.907.055,35","23.907.055,35",2025-03-08-Volume%20Giornaliero%20potabile.pdf,0,,"- 0,5%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,00","16.975.771,00","14.975.771,00",2025-09-6-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,5%","-459.854,90"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,19","25.671.504,87","23.671.504,87",2025-03-15-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,0%",
1,ANCIPA,ENEL,"939,00","30.410.000,00","941,40","18.422.138,21","16.422.138,21",,,2025-01-26-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"950,00","30.410.000,00","942,33","19.403.699,30","17.403.699,30",,,2025-01-31-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"950,00","30.410.000,00","943,17","20.298.110,80","18.298.110,80",,,2025-02-6-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,50","24.932.732,90","22.932.732,90",2025-06-12-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-32.120,53"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,47","24.900.612,39","22.900.612,39",2025-05-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-06-28-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,08","25.553.729,63","23.553.729,63",2025-02-28-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,4%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"941,62","18.653.184,39","16.653.184,39",2025-08-18-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-63.151,51"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"941,68","18.716.335,90","16.716.335,90",2025-08-17-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,3%","-94.835,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,77","23.080.449,59","21.080.449,59",2025-07-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-53.534,20"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,99","25.457.368,07","23.457.368,07",2025-05-27-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%","-10.706,84"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,98","26.517.345,23","24.517.345,23",2025-04-14-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"942,58","19.669.332,28","17.669.332,28",2025-08-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,0%","-298.127,71"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,65","17.641.663,29","15.641.663,29",2025-08-27-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-30.978,47"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"949,42","26.988.446,19","24.988.446,19",2025-04-3-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,60","25.039.801,30","23.039.801,30",2025-05-8-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,70","16.672.332,50","14.672.332,50",2025-09-11-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-60.517,87"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,60","25.039.801,31","23.039.801,31",2025-06-09-Volume%20Giornaliero%20Potabile_REV.pdf,0,,"- 0,1%","-32.120,52"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,22","24.632.941,39","22.632.941,39",2025-02-20-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,4%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-07-1-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,92","25.382.420,19","23.382.420,19",2025-05-30-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-32.120,51"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,95","25.414.540,70","23.414.540,70",2025-05-29-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-21.413,69"
1,ANCIPA,ENEL,"950,00","30.410.000,00","942,82","19.924.834,78","17.924.834,78",,,2025-02-3-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,06","25.532.315,95","23.532.315,95",2025-05-21-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%","10.706,84"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-06-26-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-06-17-Volume%20Giornaliero%20Potabile.pdf,0,(**),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,97","17.962.861,23","15.962.861,23",2025-08-21-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-72.811,74"
1,ANCIPA,ENEL,"939,00","30.410.000,00","941,52","18.548.091,63","16.548.091,63",,,2025-01-27-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,96","26.495.931,55","24.495.931,55",2025-04-13-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,64","24.011.944,67","22.011.944,67",2025-02-16-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,5%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,22","22.491.573,39","20.491.573,39",2025-02-10-Volume%20Giornaliero%20potabile.pdf,0,,"+ 3,3%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,15","25.628.677,51","23.628.677,51",2025-03-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,73","17.724.342,42","15.724.342,42",2025-08-25-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-51.747,28"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,03","25.500.195,43","23.500.195,43",2025-05-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-21.413,68"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"943,62","20.778.916,35","18.778.916,35",2025-02-8-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,27%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"944,23","21.431.632,52","19.431.632,52",2025-08-7-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,0%","-289.053,58"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,67","22.973.381,19","20.973.381,19",2025-07-23-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-42.827,36"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,65","24.022.651,51","22.022.651,51",2025-07-4-Volume%20Giornaliero%20Potabile.pdf,0,,"- 2,6%","-781.599,32"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,09","23.423.068,47","21.423.068,47",2025-07-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-64.241,04"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,82","23.133.983,79","21.133.983,79",2025-07-20-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-64.241,04"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,75","25.200.403,91","23.200.403,91",2025-04-30-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,30","25.789.280,11","23.789.280,11",2025-03-27-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,2%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,05","25.521.609,11","23.521.609,11",2025-05-22-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,0%","-10.706,84"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,70","16.672.332,50","14.672.332,50",2025-09-12-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,46","24.889.905,55","22.889.905,55",2025-02-24-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"949,44","27.009.859,87","25.009.859,87",2025-04-2-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,20","23.540.843,71","21.540.843,71",2025-07-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-64.241,04"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,78","17.776.089,70","15.776.089,70",2025-08-24-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-51.813,44"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,40","22.684.296,51","20.684.296,51",2025-07-28-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-53.534,19"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,53","17.517.917,60","15.517.917,60",2025-08-29-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-61.812,80"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,75","25.200.403,91","23.200.403,91",2025-04-29-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,52","24.954.146,59","22.954.146,59",2025-05-11-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,65","26.164.019,51","24.164.019,51",2025-03-06-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,1%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,67","25.114.749,19","23.114.749,19",2025-05-6-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,31","23.658.618,95","21.658.618,95",2025-07-11-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-53.534,20"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"939,34","16.311.688,60","14.311.688,60",2025-09-18-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-59.818,17"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,04","23.369.534,27","21.369.534,27",2025-07-16-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-53.534,20"
1,ANCIPA,ENEL,"950,00","30.410.000,00","942,66","19.754.455,47","17.754.455,47",,,2025-02-2-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,71","23.016.208,55","21.016.208,55",2025-07-22-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%","-64.241,04"
1,ANCIPA,ENEL,"939,00","30.410.000,00","940,20","17.179.469,81","15.179.469,81",(*),,2025-01-23-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,46","24.889.905,55","22.889.905,55",2025-06-13-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-42.827,35"
1,ANCIPA,ENEL,"939,00","30.410.000,00","935,86","13.057.793,68","11.057.793,68",,,2025-01-15-Volume%20Giornaliero%20potabile.pdf,0,,,
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-06-22-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,54","24.975.560,27","22.975.560,27",2025-05-9-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"944,76","21.999.058,90","19.999.058,90",2025-08-5-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,8%","-256.964,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,93","26.463.811,03","24.463.811,03",2025-04-15-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,2%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"941,77","18.811.170,90","16.811.170,90",2025-08-16-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,1%","-327.529,40"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,12","25.596.556,99","23.596.556,99",2025-03-10-Volume%20Giornaliero%20potabile_Refuso.pdf,0,,"- 0,6%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"945,96","23.283.879,55","21.283.879,55",2025-02-12-Volume%20Giornaliero%20potabile.pdf,0,,"+ 1,0%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"943,14","20.266.090,20","18.266.090,20",2025-08-11-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,9%","-288.342,50"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,99","25.457.368,07","23.457.368,07",2025-05-18-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,3%","96.361,57"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"940,45","17.435.625,90","15.435.625,90",2025-09-3-Volume%20Giornaliero%20Potabile.pdf,0,(**),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,67","25.114.749,19","23.114.749,19",2025-05-16-Volume%20Giornaliero%20Potabile.pdf,0,,"+ 0,9%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"942,32","19.393.084,05","17.393.084,05",2025-08-14-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,9%","-276.248,23"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"946,36","23.712.153,15","21.712.153,15",2025-07-10-Volume%20Giornaliero%20Potabile.pdf,0,,"- 0,1%","-44.534,20"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"943,96","21.142.640,50","19.142.640,50",2025-08-8-Volume%20Giornaliero%20Potabile.pdf,0,,"- 1,0%","-288.992,02"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"948,50","26.003.416,00","24.003.416,00",2025-03-03-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,4%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-06-24-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,10","24.504.459,31","22.504.459,31",2025-02-19-Volume%20Giornaliero%20potabile.pdf,0,,"+ 0,4%",
1,ANCIPA,ENEL,"30.410.000,00","950,00","30.410.000,00",n.d.,"947,38","24.804.250,83","22.804.250,83",2025-06-23-Volume%20Giornaliero%20Potabile.pdf,0,(*),"+ 0,0%","0,00"
